indicator_id,claim_id,indicator_type,severity,detected_date,pattern_description,investigation_status
FRD-001437,CLM-2026-006068,Witness Inconsistency,MEDIUM,2025-07-10,Witness statements contain conflicting information,CLOSED
FRD-001438,CLM-2026-006070,Phantom Damage,HIGH,2025-11-02,Claimed damage not consistent with incident type,OPEN
FRD-001439,CLM-2026-006072,Phantom Damage,HIGH,2024-09-01,Claimed damage not consistent with incident type,CONFIRMED
FRD-001440,CLM-2026-006079,Witness Inconsistency,LOW,2023-05-07,Witness statements contain conflicting information,CLOSED
FRD-001441,CLM-2026-006079,Medical Bill Padding,LOW,2023-05-13,Medical bills inflated by estimated 67%,OPEN
FRD-001442,CLM-2026-006079,Multiple Claims Short Period,HIGH,2023-05-11,Claimant filed 4 claims within 50 days,OPEN
FRD-001443,CLM-2026-006086,Staged Accident Pattern,LOW,2023-11-01,Incident characteristics match known staged accident patterns,OPEN
FRD-001444,CLM-2026-006086,Inconsistent Documentation,MEDIUM,2023-10-30,Documentation shows inconsistencies in dates and damage descriptions,OPEN
FRD-001445,CLM-2026-006109,Staged Accident Pattern,CRITICAL,2024-07-18,Incident characteristics match known staged accident patterns,CONFIRMED
FRD-001446,CLM-2026-006109,Staged Accident Pattern,LOW,2024-08-07,Incident characteristics match known staged accident patterns,CLOSED
FRD-001447,CLM-2026-006110,Staged Accident Pattern,MEDIUM,2025-06-22,Incident characteristics match known staged accident patterns,CLOSED
FRD-001448,CLM-2026-006110,Excessive Claim Amount,LOW,2025-06-16,"Claim amount $83,968.49 exceeds typical range by 179%",OPEN
FRD-001449,CLM-2026-006110,Medical Bill Padding,LOW,2025-06-12,Medical bills inflated by estimated 83%,CONFIRMED
FRD-001450,CLM-2026-006114,Medical Bill Padding,MEDIUM,2023-07-14,Medical bills inflated by estimated 30%,CLOSED
FRD-001451,CLM-2026-006114,Excessive Claim Amount,MEDIUM,2023-07-23,"Claim amount $3,178.70 exceeds typical range by 129%",OPEN
FRD-001452,CLM-2026-006126,Witness Inconsistency,LOW,2025-07-28,Witness statements contain conflicting information,OPEN
FRD-001453,CLM-2026-006126,Multiple Claims Short Period,LOW,2025-08-15,Claimant filed 4 claims within 63 days,OPEN
FRD-001454,CLM-2026-006126,Previous Fraud History,LOW,2025-08-06,Claimant has 1 previous fraud flags on record,CONFIRMED
FRD-001455,CLM-2026-006129,Inconsistent Documentation,MEDIUM,2023-11-26,Documentation shows inconsistencies in dates and damage descriptions,CLOSED
FRD-001456,CLM-2026-006129,Previous Fraud History,CRITICAL,2023-11-15,Claimant has 1 previous fraud flags on record,CLOSED
FRD-001457,CLM-2026-006129,Inconsistent Documentation,LOW,2023-11-17,Documentation shows inconsistencies in dates and damage descriptions,OPEN
FRD-001458,CLM-2026-006141,Excessive Claim Amount,CRITICAL,2023-06-08,"Claim amount $20,405.17 exceeds typical range by 78%",CLOSED
FRD-001459,CLM-2026-006145,Multiple Claims Short Period,HIGH,2025-05-28,Claimant filed 5 claims within 60 days,CONFIRMED
FRD-001460,CLM-2026-006145,Excessive Claim Amount,MEDIUM,2025-06-11,"Claim amount $65,236.55 exceeds typical range by 196%",CONFIRMED
FRD-001461,CLM-2026-006145,Staged Accident Pattern,CRITICAL,2025-05-20,Incident characteristics match known staged accident patterns,OPEN
FRD-001462,CLM-2026-006148,Inconsistent Documentation,MEDIUM,2024-05-02,Documentation shows inconsistencies in dates and damage descriptions,OPEN
FRD-001463,CLM-2026-006148,Inconsistent Documentation,HIGH,2024-04-29,Documentation shows inconsistencies in dates and damage descriptions,OPEN
FRD-001464,CLM-2026-006151,Staged Accident Pattern,LOW,2025-02-12,Incident characteristics match known staged accident patterns,OPEN
FRD-001465,CLM-2026-006153,Medical Bill Padding,MEDIUM,2025-06-22,Medical bills inflated by estimated 57%,CLOSED
FRD-001466,CLM-2026-006153,Excessive Claim Amount,MEDIUM,2025-07-09,"Claim amount $6,016.94 exceeds typical range by 181%",CONFIRMED
FRD-001467,CLM-2026-006173,Medical Bill Padding,HIGH,2023-01-26,Medical bills inflated by estimated 38%,CLOSED
FRD-001468,CLM-2026-006173,Phantom Damage,HIGH,2023-01-22,Claimed damage not consistent with incident type,OPEN
FRD-001469,CLM-2026-006173,Suspicious Timing,LOW,2023-02-08,Claim filed 1 days after policy inception/modification,CONFIRMED
FRD-001470,CLM-2026-006182,Staged Accident Pattern,MEDIUM,2024-05-24,Incident characteristics match known staged accident patterns,OPEN
FRD-001471,CLM-2026-006182,Phantom Damage,HIGH,2024-05-16,Claimed damage not consistent with incident type,OPEN
FRD-001472,CLM-2026-006182,Inconsistent Documentation,HIGH,2024-05-24,Documentation shows inconsistencies in dates and damage descriptions,CLOSED
FRD-001473,CLM-2026-006190,Policyholder Collusion,MEDIUM,2024-11-18,Evidence suggests coordination between parties,CLOSED
FRD-001474,CLM-2026-006190,Witness Inconsistency,LOW,2024-11-12,Witness statements contain conflicting information,CLOSED
FRD-001475,CLM-2026-006190,Previous Fraud History,LOW,2024-11-16,Claimant has 1 previous fraud flags on record,OPEN
FRD-001476,CLM-2026-006193,Witness Inconsistency,MEDIUM,2023-05-07,Witness statements contain conflicting information,OPEN
FRD-001477,CLM-2026-006219,Inconsistent Documentation,MEDIUM,2025-01-05,Documentation shows inconsistencies in dates and damage descriptions,OPEN
FRD-001478,CLM-2026-006219,Suspicious Timing,LOW,2025-01-04,Claim filed 3 days after policy inception/modification,CLOSED
FRD-001479,CLM-2026-006223,Medical Bill Padding,LOW,2024-09-01,Medical bills inflated by estimated 88%,CONFIRMED
FRD-001480,CLM-2026-006231,Suspicious Timing,HIGH,2025-07-26,Claim filed 3 days after policy inception/modification,CLOSED
FRD-001481,CLM-2026-006231,Medical Bill Padding,MEDIUM,2025-08-09,Medical bills inflated by estimated 76%,CLOSED
FRD-001482,CLM-2026-006231,Witness Inconsistency,HIGH,2025-07-23,Witness statements contain conflicting information,CLOSED
FRD-001483,CLM-2026-006235,Suspicious Timing,HIGH,2025-02-22,Claim filed 4 days after policy inception/modification,CLOSED
FRD-001484,CLM-2026-006235,Previous Fraud History,HIGH,2025-03-14,Claimant has 3 previous fraud flags on record,CONFIRMED
FRD-001485,CLM-2026-006237,Multiple Claims Short Period,CRITICAL,2025-06-21,Claimant filed 7 claims within 36 days,OPEN
FRD-001486,CLM-2026-006237,Policyholder Collusion,HIGH,2025-06-28,Evidence suggests coordination between parties,CONFIRMED
FRD-001487,CLM-2026-006259,Phantom Damage,MEDIUM,2025-09-11,Claimed damage not consistent with incident type,OPEN
FRD-001488,CLM-2026-006259,Suspicious Timing,MEDIUM,2025-09-27,Claim filed 4 days after policy inception/modification,OPEN
FRD-001489,CLM-2026-006259,Staged Accident Pattern,HIGH,2025-09-11,Incident characteristics match known staged accident patterns,OPEN
FRD-001490,CLM-2026-006263,Suspicious Timing,MEDIUM,2023-09-22,Claim filed 4 days after policy inception/modification,CLOSED
FRD-001491,CLM-2026-006263,Staged Accident Pattern,MEDIUM,2023-09-18,Incident characteristics match known staged accident patterns,CLOSED
FRD-001492,CLM-2026-006263,Witness Inconsistency,CRITICAL,2023-09-27,Witness statements contain conflicting information,OPEN
FRD-001493,CLM-2026-006270,Suspicious Timing,HIGH,2025-11-28,Claim filed 3 days after policy inception/modification,OPEN
FRD-001494,CLM-2026-006274,Phantom Damage,HIGH,2024-10-23,Claimed damage not consistent with incident type,CONFIRMED
FRD-001495,CLM-2026-006274,Witness Inconsistency,LOW,2024-10-06,Witness statements contain conflicting information,OPEN
FRD-001496,CLM-2026-006274,Previous Fraud History,HIGH,2024-10-01,Claimant has 2 previous fraud flags on record,CLOSED
FRD-001497,CLM-2026-006284,Previous Fraud History,CRITICAL,2025-09-06,Claimant has 3 previous fraud flags on record,CLOSED
FRD-001498,CLM-2026-006284,Staged Accident Pattern,HIGH,2025-09-05,Incident characteristics match known staged accident patterns,CLOSED
FRD-001499,CLM-2026-006284,Policyholder Collusion,HIGH,2025-09-20,Evidence suggests coordination between parties,CONFIRMED
FRD-001500,CLM-2026-006291,Previous Fraud History,MEDIUM,2025-09-25,Claimant has 2 previous fraud flags on record,CONFIRMED
FRD-001501,CLM-2026-006291,Suspicious Timing,CRITICAL,2025-09-18,Claim filed 2 days after policy inception/modification,OPEN
FRD-001502,CLM-2026-006297,Policyholder Collusion,MEDIUM,2024-01-05,Evidence suggests coordination between parties,CONFIRMED
FRD-001503,CLM-2026-006297,Staged Accident Pattern,HIGH,2023-12-12,Incident characteristics match known staged accident patterns,CLOSED
FRD-001504,CLM-2026-006297,Medical Bill Padding,HIGH,2023-12-28,Medical bills inflated by estimated 32%,CLOSED
FRD-001505,CLM-2026-006305,Medical Bill Padding,CRITICAL,2023-07-12,Medical bills inflated by estimated 38%,CLOSED
FRD-001506,CLM-2026-006305,Multiple Claims Short Period,MEDIUM,2023-07-18,Claimant filed 8 claims within 68 days,OPEN
FRD-001507,CLM-2026-006344,Previous Fraud History,HIGH,2024-05-11,Claimant has 3 previous fraud flags on record,CLOSED
FRD-001508,CLM-2026-006344,Multiple Claims Short Period,HIGH,2024-05-06,Claimant filed 7 claims within 33 days,CLOSED
FRD-001509,CLM-2026-006344,Inconsistent Documentation,LOW,2024-05-19,Documentation shows inconsistencies in dates and damage descriptions,CLOSED
FRD-001510,CLM-2026-006350,Suspicious Timing,MEDIUM,2024-11-30,Claim filed 4 days after policy inception/modification,OPEN
FRD-001511,CLM-2026-006352,Inconsistent Documentation,MEDIUM,2024-07-18,Documentation shows inconsistencies in dates and damage descriptions,OPEN
FRD-001512,CLM-2026-006352,Staged Accident Pattern,MEDIUM,2024-07-13,Incident characteristics match known staged accident patterns,CONFIRMED
FRD-001513,CLM-2026-006357,Phantom Damage,CRITICAL,2025-11-11,Claimed damage not consistent with incident type,OPEN
FRD-001514,CLM-2026-006363,Witness Inconsistency,CRITICAL,2025-08-16,Witness statements contain conflicting information,CLOSED
FRD-001515,CLM-2026-006363,Medical Bill Padding,HIGH,2025-08-28,Medical bills inflated by estimated 49%,OPEN
FRD-001516,CLM-2026-006364,Inconsistent Documentation,CRITICAL,2023-12-04,Documentation shows inconsistencies in dates and damage descriptions,CONFIRMED
FRD-001517,CLM-2026-006364,Excessive Claim Amount,HIGH,2023-11-11,"Claim amount $14,022.05 exceeds typical range by 124%",CONFIRMED
FRD-001518,CLM-2026-006365,Staged Accident Pattern,HIGH,2023-07-17,Incident characteristics match known staged accident patterns,CLOSED
FRD-001519,CLM-2026-006365,Excessive Claim Amount,LOW,2023-07-26,"Claim amount $17,402.04 exceeds typical range by 143%",OPEN
FRD-001520,CLM-2026-006367,Medical Bill Padding,CRITICAL,2024-08-24,Medical bills inflated by estimated 71%,CLOSED
FRD-001521,CLM-2026-006396,Phantom Damage,MEDIUM,2025-06-22,Claimed damage not consistent with incident type,CONFIRMED
FRD-001522,CLM-2026-006396,Previous Fraud History,MEDIUM,2025-06-23,Claimant has 2 previous fraud flags on record,OPEN
FRD-001523,CLM-2026-006396,Phantom Damage,HIGH,2025-06-30,Claimed damage not consistent with incident type,OPEN
FRD-001524,CLM-2026-006403,Staged Accident Pattern,LOW,2023-09-10,Incident characteristics match known staged accident patterns,CLOSED
FRD-001525,CLM-2026-006414,Multiple Claims Short Period,LOW,2024-02-25,Claimant filed 3 claims within 49 days,CLOSED
FRD-001526,CLM-2026-006414,Witness Inconsistency,HIGH,2024-01-31,Witness statements contain conflicting information,CONFIRMED
FRD-001527,CLM-2026-006414,Excessive Claim Amount,HIGH,2024-02-14,"Claim amount $8,950.21 exceeds typical range by 97%",OPEN
FRD-001528,CLM-2026-006437,Policyholder Collusion,LOW,2025-04-07,Evidence suggests coordination between parties,CLOSED
FRD-001529,CLM-2026-006437,Suspicious Timing,LOW,2025-04-19,Claim filed 4 days after policy inception/modification,OPEN
FRD-001530,CLM-2026-006437,Previous Fraud History,CRITICAL,2025-04-20,Claimant has 3 previous fraud flags on record,CLOSED
FRD-001531,CLM-2026-006442,Witness Inconsistency,HIGH,2025-12-28,Witness statements contain conflicting information,CONFIRMED
FRD-001532,CLM-2026-006442,Medical Bill Padding,HIGH,2026-01-05,Medical bills inflated by estimated 35%,OPEN
FRD-001533,CLM-2026-006475,Staged Accident Pattern,LOW,2024-07-25,Incident characteristics match known staged accident patterns,OPEN
FRD-001534,CLM-2026-006475,Previous Fraud History,MEDIUM,2024-07-26,Claimant has 2 previous fraud flags on record,OPEN
FRD-001535,CLM-2026-006475,Excessive Claim Amount,MEDIUM,2024-07-24,Claim amount $596.08 exceeds typical range by 101%,CONFIRMED
FRD-001536,CLM-2026-006481,Medical Bill Padding,LOW,2023-06-09,Medical bills inflated by estimated 53%,CONFIRMED
FRD-001537,CLM-2026-006481,Staged Accident Pattern,HIGH,2023-05-19,Incident characteristics match known staged accident patterns,CLOSED
FRD-001538,CLM-2026-006490,Staged Accident Pattern,CRITICAL,2023-07-30,Incident characteristics match known staged accident patterns,CONFIRMED
FRD-001539,CLM-2026-006490,Previous Fraud History,MEDIUM,2023-07-29,Claimant has 1 previous fraud flags on record,CLOSED
FRD-001540,CLM-2026-006490,Staged Accident Pattern,CRITICAL,2023-07-22,Incident characteristics match known staged accident patterns,CONFIRMED
FRD-001541,CLM-2026-006497,Phantom Damage,LOW,2026-01-15,Claimed damage not consistent with incident type,OPEN
FRD-001542,CLM-2026-006497,Phantom Damage,LOW,2026-01-22,Claimed damage not consistent with incident type,OPEN
FRD-001543,CLM-2026-006497,Staged Accident Pattern,HIGH,2025-12-28,Incident characteristics match known staged accident patterns,CONFIRMED
FRD-001544,CLM-2026-006499,Multiple Claims Short Period,MEDIUM,2025-03-21,Claimant filed 7 claims within 64 days,OPEN
FRD-001545,CLM-2026-006499,Staged Accident Pattern,CRITICAL,2025-03-06,Incident characteristics match known staged accident patterns,CLOSED
FRD-001546,CLM-2026-006499,Suspicious Timing,CRITICAL,2025-03-30,Claim filed 2 days after policy inception/modification,OPEN
FRD-001547,CLM-2026-006515,Multiple Claims Short Period,MEDIUM,2025-12-17,Claimant filed 6 claims within 81 days,CLOSED
FRD-001548,CLM-2026-006515,Staged Accident Pattern,CRITICAL,2025-12-03,Incident characteristics match known staged accident patterns,CLOSED
FRD-001549,CLM-2026-006515,Medical Bill Padding,LOW,2025-12-05,Medical bills inflated by estimated 81%,OPEN
FRD-001550,CLM-2026-006551,Staged Accident Pattern,MEDIUM,2025-01-03,Incident characteristics match known staged accident patterns,OPEN
FRD-001551,CLM-2026-006553,Medical Bill Padding,LOW,2025-10-13,Medical bills inflated by estimated 82%,OPEN
FRD-001552,CLM-2026-006568,Witness Inconsistency,MEDIUM,2024-03-17,Witness statements contain conflicting information,OPEN
FRD-001553,CLM-2026-006576,Policyholder Collusion,MEDIUM,2023-09-12,Evidence suggests coordination between parties,OPEN
FRD-001554,CLM-2026-006576,Inconsistent Documentation,HIGH,2023-08-31,Documentation shows inconsistencies in dates and damage descriptions,OPEN
FRD-001555,CLM-2026-006576,Multiple Claims Short Period,HIGH,2023-09-04,Claimant filed 5 claims within 84 days,OPEN
FRD-001556,CLM-2026-006580,Suspicious Timing,MEDIUM,2023-02-24,Claim filed 4 days after policy inception/modification,OPEN
FRD-001557,CLM-2026-006588,Phantom Damage,MEDIUM,2023-11-07,Claimed damage not consistent with incident type,CLOSED
FRD-001558,CLM-2026-006598,Phantom Damage,HIGH,2023-02-26,Claimed damage not consistent with incident type,CONFIRMED
FRD-001559,CLM-2026-006598,Excessive Claim Amount,LOW,2023-02-22,"Claim amount $16,178.02 exceeds typical range by 147%",CLOSED
FRD-001560,CLM-2026-006598,Suspicious Timing,CRITICAL,2023-03-15,Claim filed 4 days after policy inception/modification,CLOSED
FRD-001561,CLM-2026-006603,Excessive Claim Amount,HIGH,2024-02-07,"Claim amount $20,063.91 exceeds typical range by 95%",OPEN
FRD-001562,CLM-2026-006603,Staged Accident Pattern,HIGH,2024-02-03,Incident characteristics match known staged accident patterns,CLOSED
FRD-001563,CLM-2026-006608,Policyholder Collusion,MEDIUM,2023-10-14,Evidence suggests coordination between parties,CONFIRMED
FRD-001564,CLM-2026-006608,Multiple Claims Short Period,MEDIUM,2023-10-11,Claimant filed 6 claims within 50 days,OPEN
FRD-001565,CLM-2026-006608,Previous Fraud History,HIGH,2023-10-02,Claimant has 3 previous fraud flags on record,CONFIRMED
FRD-001566,CLM-2026-006612,Multiple Claims Short Period,CRITICAL,2023-06-07,Claimant filed 8 claims within 66 days,OPEN
FRD-001567,CLM-2026-006612,Previous Fraud History,MEDIUM,2023-06-05,Claimant has 2 previous fraud flags on record,OPEN
FRD-001568,CLM-2026-006612,Suspicious Timing,MEDIUM,2023-06-24,Claim filed 4 days after policy inception/modification,CLOSED
FRD-001569,CLM-2026-006625,Excessive Claim Amount,HIGH,2023-10-18,"Claim amount $29,922.30 exceeds typical range by 131%",CONFIRMED
FRD-001570,CLM-2026-006625,Staged Accident Pattern,HIGH,2023-10-20,Incident characteristics match known staged accident patterns,OPEN
FRD-001571,CLM-2026-006625,Multiple Claims Short Period,HIGH,2023-10-20,Claimant filed 8 claims within 81 days,CONFIRMED
FRD-001572,CLM-2026-006627,Suspicious Timing,CRITICAL,2026-01-28,Claim filed 2 days after policy inception/modification,OPEN
FRD-001573,CLM-2026-006627,Excessive Claim Amount,MEDIUM,2026-01-21,"Claim amount $14,720.80 exceeds typical range by 73%",OPEN
FRD-001574,CLM-2026-006627,Suspicious Timing,HIGH,2026-01-04,Claim filed 2 days after policy inception/modification,CLOSED
FRD-001575,CLM-2026-006665,Policyholder Collusion,LOW,2023-10-04,Evidence suggests coordination between parties,OPEN
