policy_number,total_claims,total_amount_paid,avg_claim_amount,last_claim_date,first_claim_date,claims_trend,policy_type,fraud_claims_count
POL-2023-593,2,0.0,13063.66,2024-12-22,2024-10-27,INSUFFICIENT_DATA,AUTO,0
POL-2020-596,2,9688.74,5834.6,2025-09-11,2025-01-25,INSUFFICIENT_DATA,AUTO,0
POL-2024-172,4,64402.1,57825.66,2026-01-06,2023-04-01,INCREASING,AUTO,0
POL-2021-470,2,25614.95,12807.48,2023-05-02,2023-02-21,INSUFFICIENT_DATA,AUTO,1
POL-2020-889,1,27424.86,27424.86,2023-06-08,2023-06-08,INSUFFICIENT_DATA,AUTO,0
POL-2023-101,4,162414.64,41274.2,2024-09-06,2024-01-30,DECREASING,AUTO,0
POL-2020-276,1,52634.35,52634.35,2023-08-21,2023-08-21,INSUFFICIENT_DATA,AUTO,1
POL-2024-986,1,0.0,45732.87,2023-05-02,2023-05-02,INSUFFICIENT_DATA,AUTO,0
POL-2022-006,1,0.0,95782.64,2025-05-06,2025-05-06,INSUFFICIENT_DATA,AUTO,0
POL-2025-454,2,9038.68,24321.12,2024-11-04,2023-09-24,INSUFFICIENT_DATA,AUTO,0
POL-2023-184,2,13100.7,11319.08,2025-11-23,2024-08-09,INSUFFICIENT_DATA,AUTO,0
POL-2024-240,1,0.0,32296.79,2025-01-19,2025-01-19,INSUFFICIENT_DATA,AUTO,0
POL-2025-336,2,22333.32,12353.69,2024-07-30,2024-02-16,INSUFFICIENT_DATA,AUTO,1
POL-2022-134,1,189777.99,189777.99,2025-12-16,2025-12-16,INSUFFICIENT_DATA,AUTO,0
POL-2021-737,2,24096.7,33206.47,2025-12-04,2025-09-06,INSUFFICIENT_DATA,AUTO,0
POL-2021-771,3,19272.94,7867.72,2025-02-15,2023-06-17,DECREASING,AUTO,0
POL-2020-454,3,19834.03,7549.85,2025-08-11,2023-02-13,DECREASING,AUTO,0
POL-2023-655,4,33121.69,15983.14,2025-07-30,2023-09-05,INCREASING,AUTO,0
POL-2023-371,2,0.0,10639.26,2025-12-13,2025-10-13,INSUFFICIENT_DATA,AUTO,0
POL-2023-842,2,0.0,100558.7,2023-02-27,2023-01-07,INSUFFICIENT_DATA,AUTO,1
POL-2021-181,1,20162.31,20162.31,2024-03-31,2024-03-31,INSUFFICIENT_DATA,AUTO,0
POL-2025-447,4,51101.55,21547.13,2025-11-01,2023-06-27,DECREASING,AUTO,1
POL-2023-235,2,10639.87,33291.64,2025-09-19,2023-11-11,INSUFFICIENT_DATA,AUTO,0
POL-2024-888,1,0.0,223.5,2024-08-05,2024-08-05,INSUFFICIENT_DATA,AUTO,0
POL-2025-566,2,0.0,50239.9,2025-12-17,2025-04-27,INSUFFICIENT_DATA,AUTO,0
POL-2021-933,1,84181.21,84181.21,2024-05-28,2024-05-28,INSUFFICIENT_DATA,AUTO,0
POL-2020-203,4,40571.74,22330.33,2025-05-31,2023-05-24,INCREASING,AUTO,1
POL-2021-269,3,0.0,17252.48,2025-04-02,2023-05-17,INCREASING,AUTO,0
POL-2023-772,1,0.0,3020.12,2024-04-26,2024-04-26,INSUFFICIENT_DATA,AUTO,0
POL-2021-860,1,0.0,10956.57,2023-07-25,2023-07-25,INSUFFICIENT_DATA,AUTO,0
POL-2021-462,2,0.0,7141.52,2025-11-11,2023-09-26,INSUFFICIENT_DATA,AUTO,0
POL-2025-815,1,0.0,1058.14,2026-01-06,2026-01-06,INSUFFICIENT_DATA,AUTO,0
POL-2021-960,2,53231.81,26615.9,2024-10-07,2024-04-10,INSUFFICIENT_DATA,AUTO,0
POL-2024-171,2,0.0,8310.06,2025-03-23,2025-01-06,INSUFFICIENT_DATA,AUTO,1
POL-2022-581,2,7992.25,20151.5,2024-08-12,2023-06-17,INSUFFICIENT_DATA,AUTO,0
POL-2025-486,1,16696.44,16696.44,2025-05-24,2025-05-24,INSUFFICIENT_DATA,AUTO,0
POL-2025-525,2,0.0,31491.24,2025-12-18,2025-04-12,INSUFFICIENT_DATA,AUTO,0
POL-2022-457,2,0.0,97120.77,2023-12-24,2023-02-08,INSUFFICIENT_DATA,AUTO,0
POL-2024-158,2,13524.47,11323.16,2024-01-16,2023-04-02,INSUFFICIENT_DATA,AUTO,0
POL-2024-322,2,0.0,36801.12,2025-12-24,2025-02-04,INSUFFICIENT_DATA,AUTO,0
POL-2025-264,2,33411.65,28825.7,2023-05-17,2023-02-10,INSUFFICIENT_DATA,AUTO,0
POL-2022-779,5,45610.69,12010.86,2024-10-21,2023-04-13,INCREASING,AUTO,1
POL-2022-915,1,12482.75,12482.75,2023-05-30,2023-05-30,INSUFFICIENT_DATA,AUTO,0
POL-2021-508,2,9417.97,4708.98,2025-04-18,2024-08-03,INSUFFICIENT_DATA,AUTO,1
POL-2022-373,2,0.0,39600.9,2025-07-28,2025-07-23,INSUFFICIENT_DATA,AUTO,0
POL-2023-109,1,1954.8,1954.8,2023-02-17,2023-02-17,INSUFFICIENT_DATA,AUTO,0
POL-2023-636,1,0.0,37141.91,2024-05-31,2024-05-31,INSUFFICIENT_DATA,AUTO,0
POL-2023-595,4,9518.94,9383.41,2024-09-29,2023-02-05,DECREASING,AUTO,0
POL-2023-825,3,77483.59,25827.86,2025-11-24,2023-08-11,INCREASING,AUTO,0
POL-2020-110,4,202422.27,50745.94,2025-01-28,2024-03-01,INCREASING,AUTO,1
POL-2024-269,1,0.0,16937.27,2023-08-09,2023-08-09,INSUFFICIENT_DATA,AUTO,0
POL-2022-620,2,11216.42,6460.08,2024-07-26,2023-11-18,INSUFFICIENT_DATA,AUTO,0
POL-2020-373,2,42181.46,21090.73,2025-12-29,2025-08-25,INSUFFICIENT_DATA,AUTO,0
POL-2024-952,2,81374.59,40687.3,2025-04-20,2024-06-10,INSUFFICIENT_DATA,AUTO,0
POL-2025-269,2,47495.29,30578.6,2024-10-04,2023-12-09,INSUFFICIENT_DATA,AUTO,0
POL-2024-374,3,195614.65,114148.36,2025-03-30,2024-01-05,DECREASING,AUTO,0
POL-2024-566,1,8641.25,8641.25,2024-02-24,2024-02-24,INSUFFICIENT_DATA,AUTO,0
POL-2025-526,1,0.0,63493.04,2024-08-29,2024-08-29,INSUFFICIENT_DATA,AUTO,0
POL-2022-752,3,0.0,49201.03,2025-04-25,2023-02-12,DECREASING,AUTO,1
POL-2020-600,3,78929.26,35554.57,2025-09-28,2024-09-15,INCREASING,AUTO,0
POL-2025-296,3,90730.46,35725.89,2024-11-23,2023-11-01,INCREASING,AUTO,0
POL-2020-399,1,0.0,677.97,2025-11-03,2025-11-03,INSUFFICIENT_DATA,AUTO,0
POL-2024-475,1,0.0,5579.42,2025-08-31,2025-08-31,INSUFFICIENT_DATA,AUTO,0
POL-2022-227,2,26985.02,13492.51,2024-12-02,2024-06-28,INSUFFICIENT_DATA,AUTO,1
POL-2022-723,2,48092.99,54670.74,2023-05-28,2023-04-28,INSUFFICIENT_DATA,AUTO,0
POL-2025-047,3,72539.86,34150.75,2025-03-28,2024-02-24,INCREASING,AUTO,1
POL-2022-690,5,57870.65,23030.37,2026-01-17,2023-07-09,DECREASING,AUTO,0
POL-2022-645,1,7263.98,7263.98,2025-01-23,2025-01-23,INSUFFICIENT_DATA,AUTO,0
POL-2023-315,2,0.0,30623.82,2024-09-03,2023-12-18,INSUFFICIENT_DATA,AUTO,0
POL-2025-574,1,1089.11,1089.11,2023-04-07,2023-04-07,INSUFFICIENT_DATA,AUTO,0
POL-2024-354,2,34246.66,17123.33,2025-07-23,2025-01-12,INSUFFICIENT_DATA,AUTO,0
POL-2024-822,2,61754.29,59370.76,2024-09-18,2023-08-10,INSUFFICIENT_DATA,AUTO,1
POL-2023-412,1,53959.05,53959.05,2024-10-05,2024-10-05,INSUFFICIENT_DATA,AUTO,0
POL-2020-107,1,38387.43,38387.43,2023-11-25,2023-11-25,INSUFFICIENT_DATA,AUTO,0
POL-2022-250,2,13369.79,9815.76,2024-08-19,2023-07-02,INSUFFICIENT_DATA,AUTO,0
POL-2025-617,3,0.0,17514.9,2025-05-09,2024-02-04,DECREASING,AUTO,0
POL-2020-979,1,59836.2,59836.2,2023-12-13,2023-12-13,INSUFFICIENT_DATA,AUTO,0
POL-2023-182,1,62456.32,62456.32,2023-07-15,2023-07-15,INSUFFICIENT_DATA,AUTO,0
POL-2020-789,1,0.0,17479.67,2024-04-11,2024-04-11,INSUFFICIENT_DATA,AUTO,0
POL-2022-840,1,0.0,22416.57,2024-02-23,2024-02-23,INSUFFICIENT_DATA,AUTO,1
POL-2023-423,3,2460.61,11071.04,2025-12-29,2023-05-23,DECREASING,AUTO,0
POL-2023-435,1,2106.57,2106.57,2023-03-22,2023-03-22,INSUFFICIENT_DATA,AUTO,0
POL-2021-812,1,0.0,147086.58,2025-12-18,2025-12-18,INSUFFICIENT_DATA,AUTO,0
POL-2020-503,1,0.0,23430.53,2023-12-09,2023-12-09,INSUFFICIENT_DATA,AUTO,0
POL-2023-272,2,0.0,37190.04,2024-05-04,2023-01-25,INSUFFICIENT_DATA,AUTO,0
POL-2020-411,2,761.38,3494.82,2025-01-30,2024-10-31,INSUFFICIENT_DATA,AUTO,1
POL-2023-439,3,52323.75,17441.25,2024-10-24,2023-08-17,INCREASING,AUTO,2
POL-2024-671,1,18395.81,18395.81,2024-07-17,2024-07-17,INSUFFICIENT_DATA,AUTO,0
POL-2020-704,4,25305.57,29892.83,2024-07-10,2023-02-07,INCREASING,AUTO,0
POL-2023-669,4,90823.85,22705.96,2025-05-15,2024-03-27,STABLE,AUTO,0
POL-2022-884,1,0.0,973.77,2024-03-21,2024-03-21,INSUFFICIENT_DATA,AUTO,0
POL-2021-231,3,60739.1,20246.37,2025-03-24,2023-03-07,INCREASING,AUTO,0
POL-2022-182,4,121770.23,37566.31,2024-02-05,2023-06-29,DECREASING,AUTO,0
POL-2020-356,2,25504.88,16928.39,2023-04-10,2023-02-15,INSUFFICIENT_DATA,AUTO,1
POL-2024-929,2,126077.82,78721.5,2024-12-21,2023-11-25,INSUFFICIENT_DATA,AUTO,1
POL-2024-499,3,46909.93,18090.71,2025-10-01,2023-07-31,DECREASING,AUTO,1
POL-2022-101,1,7427.55,7427.55,2024-04-21,2024-04-21,INSUFFICIENT_DATA,AUTO,0
POL-2023-053,3,38107.92,25307.8,2024-12-24,2024-04-23,STABLE,AUTO,0
POL-2020-636,2,4797.51,42983.68,2024-09-10,2023-07-12,INSUFFICIENT_DATA,AUTO,1
POL-2022-886,1,0.0,3619.07,2025-10-15,2025-10-15,INSUFFICIENT_DATA,AUTO,0
POL-2022-153,4,70574.76,28857.2,2025-01-23,2023-03-21,DECREASING,AUTO,1
POL-2021-945,2,0.0,22551.68,2024-06-08,2023-10-29,INSUFFICIENT_DATA,AUTO,0
POL-2022-088,1,13263.11,13263.11,2025-01-14,2025-01-14,INSUFFICIENT_DATA,AUTO,0
POL-2025-748,1,0.0,60250.2,2023-05-30,2023-05-30,INSUFFICIENT_DATA,AUTO,0
POL-2023-125,3,105048.57,36384.58,2024-05-17,2023-09-26,INCREASING,AUTO,0
POL-2025-225,2,0.0,42880.65,2025-08-19,2024-05-30,INSUFFICIENT_DATA,AUTO,0
POL-2024-623,3,15014.67,11971.57,2024-01-22,2023-11-14,DECREASING,AUTO,1
POL-2025-891,5,35122.49,20768.5,2025-11-26,2023-07-23,DECREASING,AUTO,1
POL-2022-912,4,166885.85,76611.21,2025-04-23,2023-06-12,STABLE,AUTO,1
POL-2025-664,3,56614.78,59236.72,2025-02-08,2024-01-05,DECREASING,AUTO,1
POL-2025-952,2,34515.05,22891.25,2024-08-26,2024-01-25,INSUFFICIENT_DATA,AUTO,0
POL-2025-577,4,66621.47,39927.54,2025-08-05,2024-12-09,DECREASING,AUTO,0
POL-2023-986,2,134562.13,67281.06,2025-12-19,2024-07-22,INSUFFICIENT_DATA,AUTO,1
POL-2024-604,2,26981.64,106973.92,2023-06-27,2023-04-11,INSUFFICIENT_DATA,AUTO,1
POL-2021-288,2,95075.0,47537.5,2025-09-15,2023-05-20,INSUFFICIENT_DATA,AUTO,1
POL-2024-701,1,0.0,70607.11,2025-07-03,2025-07-03,INSUFFICIENT_DATA,AUTO,0
POL-2023-247,3,116101.41,47560.74,2026-01-06,2023-01-25,INCREASING,AUTO,1
POL-2024-643,1,10183.91,10183.91,2024-05-26,2024-05-26,INSUFFICIENT_DATA,AUTO,0
POL-2022-070,1,33301.05,33301.05,2024-10-12,2024-10-12,INSUFFICIENT_DATA,AUTO,0
POL-2023-155,4,16703.3,67545.82,2025-11-21,2023-08-01,DECREASING,AUTO,0
POL-2025-324,2,6836.25,7830.97,2025-11-23,2024-07-06,INSUFFICIENT_DATA,AUTO,0
POL-2022-202,2,176343.91,88647.86,2025-03-01,2024-09-03,INSUFFICIENT_DATA,AUTO,0
POL-2021-579,1,20266.08,20266.08,2025-02-12,2025-02-12,INSUFFICIENT_DATA,AUTO,0
POL-2022-671,1,0.0,8854.63,2024-01-17,2024-01-17,INSUFFICIENT_DATA,AUTO,0
POL-2025-162,1,3720.78,3720.78,2023-02-08,2023-02-08,INSUFFICIENT_DATA,AUTO,0
POL-2022-161,2,14406.7,13661.76,2025-11-19,2023-12-05,INSUFFICIENT_DATA,AUTO,0
POL-2021-661,1,63390.31,63390.31,2025-05-06,2025-05-06,INSUFFICIENT_DATA,AUTO,0
POL-2020-917,4,0.0,70365.33,2025-04-03,2023-03-05,INCREASING,AUTO,0
POL-2021-666,2,0.0,15845.5,2025-01-06,2024-12-22,INSUFFICIENT_DATA,AUTO,0
POL-2025-016,1,0.0,1194.78,2023-11-25,2023-11-25,INSUFFICIENT_DATA,AUTO,0
POL-2023-676,1,9191.21,9191.21,2025-02-19,2025-02-19,INSUFFICIENT_DATA,AUTO,0
POL-2022-666,1,0.0,11022.44,2024-04-13,2024-04-13,INSUFFICIENT_DATA,AUTO,0
POL-2022-475,3,9476.3,20913.08,2024-03-11,2023-02-19,DECREASING,AUTO,1
POL-2023-827,3,15224.68,24130.85,2025-12-22,2024-03-23,DECREASING,AUTO,0
POL-2025-137,2,5440.92,29195.16,2025-04-05,2023-09-22,INSUFFICIENT_DATA,AUTO,0
POL-2020-629,2,42007.33,22912.96,2025-10-26,2024-02-17,INSUFFICIENT_DATA,AUTO,0
POL-2021-861,2,48730.05,54194.25,2025-10-15,2025-03-25,INSUFFICIENT_DATA,AUTO,1
POL-2025-388,2,32592.9,32445.08,2025-09-14,2023-11-29,INSUFFICIENT_DATA,AUTO,1
POL-2022-750,2,17883.28,12470.64,2024-04-22,2024-01-07,INSUFFICIENT_DATA,AUTO,0
POL-2021-495,1,0.0,9040.98,2024-08-08,2024-08-08,INSUFFICIENT_DATA,AUTO,0
POL-2020-213,1,7526.65,7526.65,2023-08-30,2023-08-30,INSUFFICIENT_DATA,AUTO,0
POL-2024-351,1,11503.28,11503.28,2024-05-08,2024-05-08,INSUFFICIENT_DATA,AUTO,1
POL-2020-622,3,81692.64,28180.66,2025-09-26,2024-09-21,INCREASING,AUTO,0
POL-2020-212,1,19502.52,19502.52,2024-02-17,2024-02-17,INSUFFICIENT_DATA,AUTO,0
POL-2022-533,3,6036.69,11075.76,2025-11-03,2024-06-24,INCREASING,AUTO,0
POL-2022-011,1,2187.16,2187.16,2025-06-27,2025-06-27,INSUFFICIENT_DATA,AUTO,0
POL-2021-640,1,11718.25,11718.25,2023-02-09,2023-02-09,INSUFFICIENT_DATA,AUTO,1
POL-2021-753,3,0.0,23024.76,2024-10-27,2023-10-13,DECREASING,AUTO,0
POL-2022-371,2,33823.55,52627.9,2025-12-19,2023-09-02,INSUFFICIENT_DATA,AUTO,0
POL-2020-966,2,26931.54,32427.04,2024-09-26,2023-10-11,INSUFFICIENT_DATA,AUTO,0
POL-2020-840,3,132641.99,50413.84,2025-01-15,2024-08-05,DECREASING,AUTO,0
POL-2023-869,2,12380.14,6190.07,2025-11-23,2024-10-04,INSUFFICIENT_DATA,AUTO,1
POL-2021-767,7,102648.08,20247.36,2025-05-24,2023-02-07,STABLE,AUTO,1
POL-2022-881,1,0.0,42287.07,2024-02-12,2024-02-12,INSUFFICIENT_DATA,AUTO,0
POL-2021-980,1,3421.21,3421.21,2023-05-18,2023-05-18,INSUFFICIENT_DATA,AUTO,0
POL-2023-664,2,726.35,29719.7,2025-10-30,2024-02-28,INSUFFICIENT_DATA,AUTO,0
POL-2025-681,1,46096.6,46096.6,2025-10-14,2025-10-14,INSUFFICIENT_DATA,AUTO,0
POL-2023-933,3,110765.95,38379.74,2025-07-25,2023-04-10,INCREASING,AUTO,0
POL-2023-421,3,17652.39,72516.42,2025-03-05,2023-04-22,STABLE,AUTO,1
POL-2022-552,1,48350.49,48350.49,2024-08-24,2024-08-24,INSUFFICIENT_DATA,AUTO,1
POL-2024-973,2,9951.75,31428.35,2025-06-15,2024-12-28,INSUFFICIENT_DATA,AUTO,0
POL-2024-210,2,60694.13,32582.28,2025-03-06,2025-02-07,INSUFFICIENT_DATA,AUTO,0
POL-2021-110,3,24667.14,27733.0,2025-11-20,2023-07-11,INCREASING,AUTO,1
POL-2024-372,2,0.0,28817.48,2025-02-15,2024-12-24,INSUFFICIENT_DATA,AUTO,0
POL-2022-157,1,1371.78,1371.78,2025-02-09,2025-02-09,INSUFFICIENT_DATA,AUTO,1
POL-2022-211,1,0.0,26098.05,2025-03-13,2025-03-13,INSUFFICIENT_DATA,AUTO,0
POL-2025-120,4,220844.58,57224.3,2025-06-05,2023-06-20,INCREASING,AUTO,1
POL-2025-803,2,0.0,12661.43,2025-07-17,2024-01-28,INSUFFICIENT_DATA,AUTO,0
POL-2023-960,4,137982.14,46600.95,2025-08-06,2023-05-27,DECREASING,AUTO,0
POL-2023-243,3,16717.38,33373.97,2023-10-21,2023-02-05,DECREASING,AUTO,1
POL-2021-054,1,0.0,27287.38,2025-07-13,2025-07-13,INSUFFICIENT_DATA,AUTO,0
POL-2023-471,2,106120.52,53060.26,2024-07-31,2023-07-11,INSUFFICIENT_DATA,AUTO,1
POL-2020-459,1,0.0,31357.26,2023-08-30,2023-08-30,INSUFFICIENT_DATA,AUTO,0
POL-2024-621,2,21688.78,47858.84,2025-12-01,2024-09-21,INSUFFICIENT_DATA,AUTO,1
POL-2022-924,5,234596.51,57003.58,2026-01-04,2023-09-04,DECREASING,AUTO,2
POL-2022-554,4,152608.11,38850.32,2025-08-06,2023-01-28,STABLE,AUTO,1
POL-2021-294,4,60931.55,35924.23,2025-04-07,2023-03-27,STABLE,AUTO,0
POL-2022-465,2,0.0,76344.42,2025-08-07,2024-02-18,INSUFFICIENT_DATA,AUTO,0
POL-2020-270,1,0.0,62280.53,2024-08-19,2024-08-19,INSUFFICIENT_DATA,AUTO,0
POL-2021-610,3,142521.21,47507.07,2025-05-08,2023-10-08,DECREASING,AUTO,0
POL-2024-965,2,23480.3,15297.67,2024-04-19,2023-03-09,INSUFFICIENT_DATA,AUTO,0
POL-2024-310,5,22551.05,8069.71,2025-03-06,2023-03-20,DECREASING,AUTO,0
POL-2022-576,5,87492.86,20476.79,2025-12-16,2023-04-13,STABLE,AUTO,3
POL-2020-510,2,9145.6,11974.67,2024-03-20,2023-11-17,INSUFFICIENT_DATA,AUTO,2
POL-2024-871,2,0.0,102188.28,2024-02-02,2023-07-31,INSUFFICIENT_DATA,AUTO,0
POL-2021-956,2,35962.24,17981.12,2025-11-05,2025-01-12,INSUFFICIENT_DATA,AUTO,0
POL-2025-549,2,703.29,4587.76,2025-10-09,2024-01-23,INSUFFICIENT_DATA,AUTO,0
POL-2021-685,1,0.0,65032.96,2026-01-06,2026-01-06,INSUFFICIENT_DATA,AUTO,0
POL-2025-159,1,0.0,75063.28,2025-01-25,2025-01-25,INSUFFICIENT_DATA,AUTO,0
POL-2020-610,2,13409.14,11133.06,2024-07-20,2023-08-04,INSUFFICIENT_DATA,AUTO,0
POL-2023-406,3,21466.87,25288.29,2023-04-21,2023-03-01,DECREASING,AUTO,1
POL-2020-401,4,77568.54,35990.4,2025-07-16,2023-05-21,STABLE,AUTO,1
POL-2023-237,3,243463.62,81154.54,2025-10-03,2025-04-28,INCREASING,AUTO,0
POL-2020-877,3,47741.3,25891.78,2024-12-19,2023-05-03,INCREASING,AUTO,0
POL-2020-788,2,54876.53,27438.26,2025-06-19,2024-12-21,INSUFFICIENT_DATA,AUTO,1
POL-2020-536,2,0.0,7283.03,2025-02-14,2023-04-02,INSUFFICIENT_DATA,AUTO,0
POL-2025-925,3,128731.65,50237.05,2025-09-21,2025-02-06,INCREASING,AUTO,0
POL-2023-534,2,72186.01,36310.4,2025-11-21,2025-05-13,INSUFFICIENT_DATA,AUTO,2
POL-2025-433,2,0.0,25883.0,2024-02-02,2023-06-19,INSUFFICIENT_DATA,AUTO,0
POL-2025-133,1,10932.92,10932.92,2024-03-18,2024-03-18,INSUFFICIENT_DATA,AUTO,0
POL-2020-278,3,193835.49,71982.66,2025-11-16,2024-04-20,STABLE,AUTO,0
POL-2023-376,3,0.0,16184.38,2025-02-01,2024-12-25,INCREASING,AUTO,0
POL-2021-879,2,29261.41,63176.54,2024-07-28,2023-05-03,INSUFFICIENT_DATA,AUTO,0
POL-2025-304,3,13599.83,42165.93,2025-01-20,2023-03-12,DECREASING,AUTO,1
POL-2025-705,1,26618.92,26618.92,2023-08-28,2023-08-28,INSUFFICIENT_DATA,AUTO,0
POL-2025-203,2,4678.41,4414.28,2025-06-04,2024-07-15,INSUFFICIENT_DATA,AUTO,0
POL-2022-842,3,9600.25,37166.34,2025-08-25,2023-10-24,DECREASING,AUTO,2
POL-2021-912,1,24421.61,24421.61,2023-01-12,2023-01-12,INSUFFICIENT_DATA,AUTO,0
POL-2024-379,1,0.0,22412.74,2023-11-25,2023-11-25,INSUFFICIENT_DATA,AUTO,0
POL-2020-856,3,21255.7,38468.39,2025-04-16,2024-07-30,INCREASING,AUTO,0
POL-2025-166,3,23455.48,51006.47,2025-07-31,2024-01-07,INCREASING,AUTO,0
POL-2025-418,1,0.0,37302.77,2025-01-19,2025-01-19,INSUFFICIENT_DATA,AUTO,0
POL-2020-774,3,16630.31,11506.71,2025-12-14,2023-05-11,DECREASING,AUTO,0
POL-2023-017,3,56843.67,26237.34,2024-05-23,2023-05-03,INCREASING,AUTO,1
POL-2023-843,1,69540.87,69540.87,2025-07-16,2025-07-16,INSUFFICIENT_DATA,AUTO,0
POL-2021-347,2,91723.85,45861.92,2025-04-08,2025-01-14,INSUFFICIENT_DATA,AUTO,0
POL-2025-030,2,9819.9,67918.14,2025-06-16,2024-11-17,INSUFFICIENT_DATA,AUTO,1
POL-2020-085,1,0.0,21180.48,2024-08-07,2024-08-07,INSUFFICIENT_DATA,AUTO,0
POL-2025-017,1,0.0,22428.4,2024-10-07,2024-10-07,INSUFFICIENT_DATA,AUTO,0
POL-2025-150,3,0.0,18441.74,2025-11-23,2024-12-03,INCREASING,AUTO,0
POL-2021-228,2,20774.19,12024.73,2025-12-08,2024-11-08,INSUFFICIENT_DATA,AUTO,0
POL-2024-125,3,19509.71,13774.87,2024-07-28,2023-02-11,INCREASING,AUTO,0
POL-2023-563,1,4154.15,4154.15,2025-09-18,2025-09-18,INSUFFICIENT_DATA,AUTO,0
POL-2024-246,2,32351.67,16175.84,2023-02-20,2023-01-09,INSUFFICIENT_DATA,AUTO,1
POL-2023-607,2,36602.08,25312.06,2024-06-27,2023-11-05,INSUFFICIENT_DATA,AUTO,1
POL-2023-885,1,12084.48,12084.48,2023-10-01,2023-10-01,INSUFFICIENT_DATA,AUTO,0
POL-2025-074,2,0.0,39785.21,2024-09-26,2024-07-03,INSUFFICIENT_DATA,AUTO,0
POL-2022-790,5,38315.09,12343.63,2025-09-01,2023-08-28,DECREASING,AUTO,2
POL-2021-682,2,1230.48,9314.66,2024-04-29,2024-03-28,INSUFFICIENT_DATA,AUTO,0
POL-2021-839,3,154906.57,51635.52,2025-07-17,2023-04-27,INCREASING,AUTO,1
POL-2021-316,2,9972.15,6276.4,2025-05-14,2024-08-05,INSUFFICIENT_DATA,AUTO,1
POL-2021-613,1,7844.73,7844.73,2024-04-10,2024-04-10,INSUFFICIENT_DATA,AUTO,0
POL-2022-332,1,0.0,91418.46,2025-03-20,2025-03-20,INSUFFICIENT_DATA,AUTO,0
POL-2020-204,2,102282.63,52376.08,2023-07-01,2023-05-03,INSUFFICIENT_DATA,AUTO,1
POL-2020-063,1,32416.94,32416.94,2024-06-09,2024-06-09,INSUFFICIENT_DATA,AUTO,0
POL-2022-119,3,19228.25,10971.93,2024-06-09,2023-09-13,INCREASING,AUTO,1
POL-2025-780,2,92706.97,50692.99,2025-05-12,2024-01-09,INSUFFICIENT_DATA,AUTO,0
POL-2025-035,2,34594.26,18974.56,2024-08-09,2023-06-27,INSUFFICIENT_DATA,AUTO,0
POL-2021-720,5,74305.83,22075.73,2025-08-11,2023-02-04,INCREASING,AUTO,0
POL-2025-559,1,0.0,6443.0,2025-10-11,2025-10-11,INSUFFICIENT_DATA,AUTO,0
POL-2022-077,2,468.52,907.68,2023-11-01,2023-05-30,INSUFFICIENT_DATA,AUTO,0
POL-2024-799,4,90809.6,24743.52,2025-04-17,2023-06-24,INCREASING,AUTO,0
POL-2025-240,5,96071.97,59171.53,2025-04-02,2023-03-29,INCREASING,AUTO,0
POL-2023-962,2,23018.98,11509.49,2025-11-12,2023-05-19,INSUFFICIENT_DATA,AUTO,0
POL-2023-800,2,121619.5,85666.36,2025-05-23,2023-08-27,INSUFFICIENT_DATA,AUTO,0
POL-2020-091,1,13062.74,13062.74,2023-07-03,2023-07-03,INSUFFICIENT_DATA,AUTO,0
POL-2023-574,4,28259.89,17566.15,2025-05-26,2024-08-25,DECREASING,AUTO,1
POL-2025-117,3,45262.15,15087.38,2025-02-09,2023-01-14,DECREASING,AUTO,0
POL-2021-431,2,185761.95,92880.98,2025-12-23,2023-05-17,INSUFFICIENT_DATA,AUTO,0
POL-2022-451,3,0.0,46740.36,2026-01-07,2023-08-08,STABLE,AUTO,1
POL-2025-501,1,3426.46,3426.46,2024-03-29,2024-03-29,INSUFFICIENT_DATA,AUTO,0
POL-2021-109,2,27885.51,13942.76,2023-12-09,2023-01-14,INSUFFICIENT_DATA,AUTO,0
POL-2021-438,1,0.0,6370.38,2024-08-11,2024-08-11,INSUFFICIENT_DATA,AUTO,0
POL-2022-063,2,47887.11,23943.56,2025-12-30,2023-03-18,INSUFFICIENT_DATA,AUTO,1
POL-2024-779,1,7871.29,7871.29,2026-01-02,2026-01-02,INSUFFICIENT_DATA,AUTO,0
POL-2020-285,4,14062.81,18468.56,2024-11-23,2023-02-26,INCREASING,AUTO,0
POL-2025-505,3,11265.76,17172.37,2025-05-12,2024-04-01,DECREASING,AUTO,2
POL-2025-698,1,10775.11,10775.11,2024-11-22,2024-11-22,INSUFFICIENT_DATA,AUTO,0
POL-2024-255,2,75295.15,37647.57,2023-10-21,2023-08-03,INSUFFICIENT_DATA,AUTO,0
POL-2020-625,4,4725.65,10330.79,2025-07-25,2023-03-06,INCREASING,AUTO,1
POL-2023-122,2,23703.14,19069.24,2024-12-12,2023-09-05,INSUFFICIENT_DATA,AUTO,0
POL-2021-868,1,16426.51,16426.51,2023-12-31,2023-12-31,INSUFFICIENT_DATA,AUTO,0
POL-2020-341,3,96500.2,63330.68,2024-11-17,2023-12-19,STABLE,AUTO,0
POL-2021-928,1,0.0,28352.76,2025-02-26,2025-02-26,INSUFFICIENT_DATA,AUTO,0
POL-2022-932,1,0.0,1239.03,2025-11-19,2025-11-19,INSUFFICIENT_DATA,AUTO,0
POL-2022-747,2,44806.36,22403.18,2025-05-25,2025-02-28,INSUFFICIENT_DATA,AUTO,0
POL-2020-026,1,0.0,193651.42,2025-06-02,2025-06-02,INSUFFICIENT_DATA,AUTO,1
